Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-11-27,BDR,Blonder Tongue Laboratories Inc,1.07,Grauch Edward Rowland,Executive Vice President & COO,P,1,1.89,1.1,-2.73,0.0
2018-11-27,MOTS,Motus GI Holdings Inc,0.5133,Jacobs Gary E.,Director,P,0,0.96,3.48,-85.25,0.0
2018-11-27,BURG,Chanticleer Holdings Inc,0.34,Pruitt Michael D,"CEO, Chairman",P,0,3.15,1.75,-80.57,0.0
2018-11-27,CVNA,Carvana Co,291.72,GARCIA ERNEST C. II,10% Owner,S,291,-0.1,45.57,540.16,0.0
2018-11-27,MTDR,Matador Resources Co,40.75,Foran Joseph Wm,Chairman and CEO,P,40,0.04,21.95,85.65,0.3
2018-11-27,BBDC,Barings BDC Inc,11.22,BARINGS LLC,Investment Adviser,P,11,0.43,9.93,12.99,6.86
2018-11-27,TAT,TransAtlantic Petroleum Ltd,0.24600000000000002,Mitchell Noah Malone III,"CEO, 10% Owner",P,0,0.06,1.0,-75.4,0.0
2018-11-27,MTDR,Matador Resources Co,40.75,Hairford Matthew V,President,P,40,0.27,22.27,82.98,0.3
2018-11-27,MTDR,Matador Resources Co,40.75,Adams Craig N,"EVP - Land, Legal & Admin",P,40,0.65,22.03,84.98,0.3
2018-11-27,RNET,RigNet Inc,9.6,OLSEN KEITH,Director,S,9,-12.74,17.02,-43.6,0.0
2018-11-27,LOXO,Loxo Oncology Inc,234.66,Van Naarden Jacob,Chief Business Officer,S,234,-42.19,147.97,58.59,0.0
2018-11-27,SEND,SendGrid Inc,54.08,Spruill Yancey L.,"CFO, COO and Treasurer",S,54,-34.75,41.41,30.6,0.0
2018-11-27,SPTN,SpartanNash Co,24.13,HACKER DOUGLAS A,Director,S,24,-7.4,18.75,28.69,3.3
2018-11-27,JFR,Nuveen Floating Rate Income Fund,10.24,SCHNEIDER WILLIAM J,other,S,10,-100.0,9.64,6.22,6.51
2018-11-27,MICR,Micron Solutions Inc,3.0,Soran Andrei,Director,P,3,9.59,3.1,-3.23,0.0
2018-11-27,BHB,Bar Harbor Bankshares Inc,30.54,TOOTHAKER SCOTT G,Director,P,30,49.36,24.08,26.83,3.06
2018-11-27,LOXO,Loxo Oncology Inc,234.66,Burstein Jennifer,Senior VP of Finance,S,234,-100.0,147.68,58.9,0.0
2018-11-27,MLI,Mueller Industries Inc,60.22,GLADSTEIN GARY S,Director,P,60,2.78,24.0,150.92,0.81
2018-11-27,JASNQ,Jason Industries Inc,0.018000000000000002,Hyman James E,Director,P,0,100.86,2.04,-99.12,0.0
2018-11-27,ROCC,Ranger Oil Corp,23.58,"Mangrove Partners Master Fund,",10% Owner,P,23,4.36,55.95,-57.86,0.0
2018-11-27,LOXO,Loxo Oncology Inc,234.66,Bilenker Joshua H.,President & CEO,S,234,-9.33,147.26,59.35,0.0
2018-11-27,SEND,SendGrid Inc,54.08,Sloan Stephen M,Chief Product Officer,S,54,-100.0,41.34,30.82,0.0
2018-11-27,GFF,Griffon Corp,26.13,KRAMER RONALD J,Chairman of the Board and CEO,P,26,0.43,12.04,117.03,1.24
2018-11-27,RUN,Sunrun Inc,54.86,Vassallo Steven,Director,S,54,-5.58,14.0,291.86,0.0
2018-11-27,UFPT,UFP Technologies Inc,69.45,BAILLY R JEFFREY,President and CEO,S,69,-0.69,36.58,89.86,0.0
2018-11-27,SMMF,Summit Financial Group Inc,26.89,JENNINGS SCOTT C,Sr. VP & COO,S,26,-6.3,17.79,51.15,2.57
2018-11-27,BMI,Badger Meter Inc,108.42,SMILEY BEVERLY L P,VP-Controller,S,108,-4.74,53.53,102.54,0.69
2018-11-27,IMTL,Image Protect Inc,0.000995,Lawrence Adams,CEO,P,0,9.9,0.02,-95.03,0.0
2018-11-27,TRUP,Trupanion Inc,136.52,Cohen Chad M,Director,S,136,-80.74,27.22,401.54,0.0
2018-11-27,INTU,Intuit Inc,692.34,STANSBURY HENRY TAYLOE,"EVP, Chief Technology Officer",S,692,-79.44,197.82,249.98,0.35
2018-11-27,HKRSQ,Halcon Resources Corp,0.07400000000000001,FULLER THOMAS R,Director,S,0,-1.6,2.91,-97.46,0.0
2018-11-27,MTH,Meritage Homes Corp,118.71,HADDOCK GERALD W,Director,S,118,-25.0,37.88,213.38,0.0
2018-11-27,FDEU,First Trust Dynamic Europe Equity Income Fund,12.9,LINDQUIST DANIEL J,Vice President,P,12,100.0,13.92,-7.33,5.57
2018-11-27,PNFP,Pinnacle Financial Partners Inc,101.62,Samuel Ronald L,Vice Chairman,S,101,-5.72,55.96,81.59,0.72
2018-11-27,MCS,Marcus Corp,19.76,MILSTEIN PHILIP L,Director,S,19,-2.56,42.32,-53.31,0.0
2018-11-27,BATRA,Liberty Braves Group,30.59,"GAMCO INVESTORS, INC. ET AL",10% Owner,P,30,0.0,24.59,24.4,0.0
2018-11-27,MMS,Maximus Inc,81.3,MONTONI RICHARD A,Vice Chairman,S,81,-5.95,68.29,19.05,1.38
2018-11-27,FCCY,1st Constitution Bancorp,24.76,RUE WILLIAM M,Director,P,24,1.98,19.81,24.99,1.58
2018-11-27,AMRK,A-Mark Precious Metals Inc,67.04,Gjerdrum Thor,President,S,67,-14.7,11.86,465.26,0.0
2018-11-27,N,NetSuite Inc,90.34,STRS OHIO,10% Owner,P,90,1.36,15.0,502.27,0.0
2018-11-27,CRMD,Cormedix Inc,5.13,Cook Robert W.,CFO,P,5,24.49,1.17,338.46,0.0
2018-11-27,DXYN,The Dixie Group Inc,5.94,FAULKNER JON A,VP & CFO,P,5,1.91,1.53,288.24,0.0
2018-11-27,PRVB,Provention Bio Inc,6.24,DIGIANDOMENICO ANTHONY,Director,P,6,100.0,2.46,153.66,0.0
2018-11-27,DAKT,Daktronics Inc,4.99,Wiemann Bradley T,Exec Vice President,S,4,-9.87,8.65,-42.31,0.0
2018-11-27,DAKT,Daktronics Inc,4.99,Kurtenbach Reece A,"Chairman, President and CEO",S,4,-3.55,8.66,-42.38,0.0
2018-11-27,KMB,Kimberly-Clark Corp,134.44,Azbell Michael T.,Vice President and Controller,S,134,-53.95,115.0,16.9,3.33
2018-11-27,RVP,Retractable Technologies Inc,8.7,SHAW THOMAS J,"President and CEO, 10% Owner",P,8,0.02,0.67,1198.51,0.0
2018-11-27,MORN,Morningstar Inc,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",S,323,-0.07,115.55,180.07,0.39
2018-11-27,MCF,Contango Oil & Gas Co,3.39,GOFF JOHN C,"Director, 10% Owner",P,3,1181.75,3.68,-7.88,0.0
2018-11-27,TXMD,TherapeuticsMD Inc,0.5682,Finizio Robert G,CEO,S,0,-0.89,4.83,-88.24,0.0
2018-11-27,SSP,The E W Scripps Co,20.47,Granado Corina S.,10% Owner,P,20,7.74,17.16,19.29,0.24
2018-11-27,CDR,Cedar Realty Trust Inc,22.49,Schanzer Bruce J,Pres. & Chief Exec. Officer,P,22,0.51,3.4,561.47,1.16
2018-11-27,PDEX,Pro-Dex Inc,20.44,CABILLOT RAYMOND E,"Director, 10% Owner",S,20,-1.46,14.4,41.94,0.0
2018-11-27,EBS,Emergent BioSolutions Inc,40.07,Bailey Sue,Director,S,40,-26.57,69.62,-42.44,0.0
2018-11-27,NVTA,Invitae Corp,18.89,AGUIAR ERIC,Director,S,18,-100.0,13.5,39.93,0.0
2018-11-27,VLRXQ,Valeritas Holdings Inc,0.02,Armistice Capital Master Fund ,10% Owner,P,0,0.39,0.36,-94.44,0.0
2018-11-27,VSAT,Viasat Inc,48.82,Lippert Keven K,Executive Vice President,S,48,-69.2,69.4,-29.65,0.0
2018-11-27,WEC,WEC Energy Group Inc,90.52,Fletcher Joseph Kevin,President-WEC Energy Group,S,90,-88.91,70.65,28.12,2.98
2018-11-27,PLAB,Photronics Inc,14.06,TYSON MITCHELL G,Director,S,14,-2.67,9.73,44.5,0.0
2018-11-27,FTNW,FTE Networks Inc,1.5,Palleschi Michael,CEO,P,1,4.65,4.24,-64.62,0.0
2018-11-27,CAR,Avis Budget Group Inc,286.3,Calabria David T,SVP & Chief Accounting Officer,S,286,-18.16,29.29,877.47,0.0
2018-11-27,LPLA,LPL Financial Holdings Inc,164.09,Oroschakoff Michelle,Managing Director,S,164,-30.29,63.0,160.46,0.62
2018-11-27,ODT,Odonate Therapeutics Inc,1.83,TANG KEVIN C,"CEO, 10% Owner",P,1,0.02,15.64,-88.3,0.0
2018-11-27,AMEH,Apollo Medical Holdings Inc,113.47,Hosseinion Warren,Co-CEO,S,113,-8.2,17.55,546.55,0.0
2018-11-27,GNMK,GenMark Diagnostics Inc,24.04,MASSARANY HANY,President and CEO,S,24,-0.49,5.08,373.23,0.0
2018-11-27,ALGN,Align Technology Inc,683.29,Kolli Sreelakshmi,"SVP, Info Technology",S,683,-16.9,223.15,206.2,0.0
2018-11-27,OVV,Ovintiv Inc,34.51,Mayson Howard John,Director,P,34,7.77,6.9,400.14,1.21
2018-11-27,GNMK,GenMark Diagnostics Inc,24.04,Mendel Scott,CFO,S,24,-0.41,5.08,373.23,0.0
2018-11-27,LFMD,LifeMD Inc,4.54,Schreiber Justin,"CEO, 10% Owner",P,4,1.41,0.18,2422.22,0.0
2018-11-27,KLIC,Kulicke & Soffa Industries Inc,57.07,Kong Peter T M,Director,P,57,10.77,20.51,178.25,0.97
2018-11-27,FOR,Forestar Group Inc,20.84,TOMNITZ DONALD J,Chairman,P,20,24.93,16.15,29.04,0.0
2018-11-27,MTDR,Matador Resources Co,40.75,Goodwin Billy E,EVP - Operations,P,40,0.69,22.33,82.49,0.3
2018-11-27,NTCT,NetScout Systems Inc,30.73,HADZIMA JOSEPH G JR,Director,S,30,-1.47,25.63,19.9,0.0
2018-11-27,VLRXQ,Valeritas Holdings Inc,0.02,Devlin Peter,Director,P,0,72.0,0.36,-94.44,0.0
2018-11-27,ANTM,Anthem Inc,415.21,Haytaian Peter D,"EVP & President, Commercial",S,415,-9.43,278.48,49.1,1.04
2018-11-27,CALX,Calix Inc,71.66,Matthews Michael,Director,S,71,-19.25,7.39,869.69,0.0
2018-11-27,CBOE,Cboe Global Markets Inc,129.48,Isaacson Christopher A,"Executive VP, CIO",S,129,-11.08,106.48,21.6,1.32
2018-11-27,MICR,Micron Solutions Inc,3.0,Soran Andrei,Director,P,3,5.8,3.1,-3.23,0.0
2018-11-27,NGL,NGL Energy Partners LP,2.2,KRIMBILL H MICHAEL,CEO,P,2,2.05,9.59,-77.06,4.54
2018-11-27,AQST,Aquestive Therapeutics Inc,5.97,BRAENDER LORI J,General Counsel,P,5,100.0,10.57,-43.52,0.0
2018-11-27,MWA,"Mueller Water Products, Inc.",14.61,THOMAS LYDIA W,Director,S,14,-11.47,10.5,39.14,1.52
2018-11-27,CHAPQ,Chaparral Energy Inc,0.035,Reynolds Kermit Earl,CEO,P,0,0.89,12.31,-99.72,0.0
2018-11-27,SPWR,SunPower Corp,30.59,Prakash Vidul,Principal Accounting Officer,S,30,-100.0,6.88,344.62,0.0
2018-11-27,ACC,American Campus Communities Inc,53.34,de Cardenas Jorge,"EVP, Chief Technology Officer",S,53,-25.75,43.07,23.84,3.53
2018-11-27,HNI,HNI Corp,41.38,ASKREN STANLEY A,Director,S,41,-8.29,37.35,10.79,2.96
2018-11-27,FTNW,FTE Networks Inc,1.5,Palleschi Michael,CEO,P,1,0.13,4.66,-67.81,0.0
2018-11-27,NJR,New Jersey Resources Corp,38.22,HOWARD M WILLIAM JR,Director,S,38,-6.23,47.91,-20.23,3.57
2018-11-27,FTNW,FTE Networks Inc,1.5,LETHEM DAVID,CFO,P,1,0.2,4.59,-67.32,0.0
2018-11-27,SKT,Tanger Factory Outlet Centers Inc,20.99,Worsham Charles Allen,"SVP,Construction & Development",S,20,-9.85,23.63,-11.17,3.39
2018-11-27,HPR,HighPoint Resources Corp,4.73,Schindler Troy L.,SVP - Operations,P,4,4.09,3.5,35.14,0.0
2018-11-27,N,NetSuite Inc,90.34,STRS OHIO,10% Owner,P,90,1.31,15.0,502.27,0.0
2018-11-27,CORI,Corium International Inc,12.68,Gurnet Holding Co,10% Owner,P,12,0.0,12.5,1.44,0.0
2018-11-27,TPHS,Trinity Place Holdings Inc,1.87,CITRIN JEFFREY B,Director,P,1,20.16,5.05,-62.97,0.0
2018-11-27,RMD,ResMed Inc,260.31,Hollingshead James,"President, Americas",S,260,-7.27,105.52,146.69,0.62
2018-11-27,GENN,Genesis Healthcare Inc,0.22,Reis David A,Director,S,0,-66.47,1.33,-83.46,0.0
2018-11-27,AQST,Aquestive Therapeutics Inc,5.97,Kendall Keith J,CEO and President,P,5,0.16,9.87,-39.51,0.0
2018-11-27,CWRK,CurrencyWorks Inc,0.25,Chell Cameron,Director,P,0,10.0,1.0,-75.0,0.0
2018-11-27,DRRX,Durect Corp,1.1,BROWN JAMES E,President & CEO,P,1,0.42,0.81,35.8,0.0
2018-11-27,EBS,Emergent BioSolutions Inc,40.07,El-Hibri Fuad,"Chairman, 10% Owner",S,40,-1.38,69.59,-42.42,0.0
2018-11-27,CTXS,Citrix Systems Inc,85.1,FERRER MARK J,"EVP, Chief Revenue Officer",S,85,-2.19,107.41,-20.77,1.74
2018-11-27,AVNS,Avanos Medical Inc,32.47,Voskuil Steven E,"SVP, CFO",P,32,9.88,43.74,-25.77,0.0
2018-11-27,YELP,Yelp Inc,36.62,Donaker Geoffrey L,Director,S,36,-0.54,31.79,15.19,0.0
2018-11-27,DAKT,Daktronics Inc,4.99,Wiemann Bradley T,Exec Vice President,S,4,-9.87,8.65,-42.31,0.0
2018-11-27,DAKT,Daktronics Inc,4.99,Kurtenbach Reece A,"Chairman, President and CEO",S,4,-3.55,8.66,-42.38,0.0
2018-11-27,NYMX,Nymox Pharmaceutical Corp,1.55,Robinson James George,Director,P,1,0.25,1.71,-9.36,0.0
2018-11-27,AKAOQ,Achaogen Inc,0.025,DUGGAN ROBERT W,10% Owner,P,0,1.86,1.79,-98.6,0.0
2018-11-27,AMRS,Amyris Inc,7.26,VALIASEK KATHLEEN,CFO,P,7,10.06,4.37,66.13,0.0
2018-11-27,FTNW,FTE Networks Inc,1.5,LETHEM DAVID,CFO,P,1,4.44,4.47,-66.44,0.0
2018-11-27,AVY,Avery Dennison Corp,218.52,PYOTT DAVID E I,Director,S,218,-11.57,93.0,134.97,1.2
2018-11-27,QRVO,Qorvo Inc,155.19,Nelson Roderick,Director,S,155,-34.97,64.8,139.49,0.0
2018-11-27,MXIM,Maxim Integrated Products Inc,103.14,DOLUCA TUNC,"PRESIDENT, CEO & DIRECTOR",S,103,-0.16,55.79,84.87,0.47
2018-11-27,SCOO,School Specialty Inc,0.0002,BOHR RYAN,Exec. VP and COO,P,0,100.0,9.31,-100.0,0.0
2018-11-27,WWD,Woodward Inc,114.17,GENDRON THOMAS A,President and CEO,S,114,-1.2,80.71,41.46,0.58
2018-11-27,COLM,Columbia Sportswear Co,103.27,KLENZ WALTER,Director,S,103,-44.22,88.24,17.03,0.99
2018-11-27,IDXX,IDEXX Laboratories Inc,647.27,HENDERSON REBECCA M,Director,S,647,-15.78,194.92,232.07,0.0
2018-11-27,EXTN,Exterran Corp,3.81,CHAI TRUST CO LLC,10% Owner,P,3,2.93,22.28,-82.9,0.0
2018-11-27,FB,Meta Platforms Inc,345.3,Taylor Susan J.S.,Chief Accounting Officer,S,345,-51.78,135.81,154.25,0.0
2018-11-27,R,Ryder System Inc,84.19,Gleason John J,EVP & Chief Sales Officer,S,84,-41.75,55.14,52.68,2.68
2018-11-27,CLRO,ClearOne Inc,1.35,HAKIMOGLU ZEYNEP,PRESIDENT & CEO,P,1,32.05,1.27,6.3,0.0
2018-11-27,HPP,Hudson Pacific Properties Inc,26.81,GLASER JONATHAN M,Director,P,26,2.34,29.74,-9.85,3.72
2018-11-27,FB,Meta Platforms Inc,345.3,Sandberg Sheryl,COO,S,345,-4.26,135.12,155.55,0.0
2018-11-27,EBAY,eBay Inc,74.63,Park Joo Man,"SVP, APAC",S,74,-15.57,28.58,161.13,0.93
2018-11-27,DRIO,DarioHealth Corp,16.61,Kamer Allen,Director,P,16,0.42,0.75,2114.67,0.0
2018-11-27,PNW,Pinnacle West Capital Corp,66.96,Danner Denise R,"VP, Controller & CAO",S,66,-25.85,88.78,-24.58,4.98
2018-11-27,CRVL,CorVel Corp,195.35,CORSTAR HOLDINGS INC,10% Owner,S,195,-0.13,65.76,197.07,0.0
2018-11-27,COLM,Columbia Sportswear Co,103.27,BANY SARAH,Director,S,103,-2.42,88.91,16.15,0.99
2018-11-27,GVA,Granite Construction Inc,42.56,Roberts James Hildebrand,"Director, President & CEO",S,42,-0.58,52.55,-19.01,1.22
2018-11-26,BLK,BlackRock Inc,914.95,Kushel J. Richard,Senior Managing Director,S,914,-1.24,419.11,118.31,1.75
2018-11-26,PRVB,Provention Bio Inc,6.24,DIGIANDOMENICO ANTHONY,Director,P,6,100.0,2.65,135.47,0.0
2018-11-26,RIBT,RiceBran Technologies,0.4792,CONTINENTAL GRAIN CO,10% Owner,P,0,1.0,2.94,-83.7,0.0
2018-11-26,FCBP,First Choice Bancorp,29.1,Pranav Pravin,Director,P,29,0.88,22.5,29.33,3.44
2018-11-26,AVB,AvalonBay Communities Inc,242.01,Wilson Stephen W,Executive Vice President,S,242,-8.19,185.89,30.19,2.62
2018-11-26,ALB,Albemarle Corp,281.43,NARWOLD KAREN G,"EVP, Chief Admin Officer",S,281,-10.08,96.54,191.52,0.56
2018-11-26,FCBP,First Choice Bancorp,29.1,Hui Peter,Chairman of the Board,P,29,0.88,22.57,28.93,3.44
2018-11-26,LSCC,Lattice Semiconductor Corp,83.95,Elashmawi Esam,"VP Corp, Mktg & Strategy",P,83,100.0,5.66,1383.22,0.0
2018-11-26,CARG,CarGurus Inc,37.9,Conine Steven,Director,P,37,111.31,38.27,-0.97,0.0
2018-11-26,ICCH,ICC Holdings Inc,16.4679,Sutherland Arron K.,President and CEO,P,16,14.81,14.44,14.04,0.0
2018-11-26,SABR,Sabre Corp,8.4,KELLNER LAWRENCE W,Director,S,8,-2.69,25.01,-66.41,0.0
2018-11-26,IPHI,Inphi Corp,172.27,SRINIVASAN SAM,Director,S,172,-13.39,39.1,340.59,0.0
2018-11-26,TRCB,Two River Bancorp,22.4,GROSSMAN ROBERT B,Director,P,22,0.66,15.2,47.37,1.18
2018-11-26,MCF,Contango Oil & Gas Co,3.39,GOFF JOHN C,"Director, 10% Owner",P,3,45.55,3.74,-9.36,0.0
2018-11-26,NWL,Newell Brands Inc,22.67,Cunningham James L III,"SVP, Chief Accounting Officer",S,22,-100.0,23.45,-3.33,4.07
2018-11-26,FCBP,First Choice Bancorp,29.1,Freifeld Max,Director,P,29,0.89,22.5,29.33,3.44
2018-11-26,RGNX,Regenxbio Inc,33.51,Mills Kenneth T.,President and CEO,S,33,-7.38,64.17,-47.78,0.0
2018-11-26,B,Barnes Group Inc,45.42,MCCLELLAN HASSELL H,Director,S,45,-7.36,58.25,-22.03,1.42
2018-11-26,SAFE,Safehold Inc,71.13,ISTAR INC.,10% Owner,P,71,0.03,19.17,271.05,0.94
2018-11-26,WK,Workiva Inc,142.36,CROW MICHAEL M,Director,S,142,-4.81,36.21,293.15,0.0
2018-11-26,ROP,Roper Technologies Inc,498.43,KNOWLING ROBERT E JR,Director,S,498,-7.12,286.07,74.23,0.46
2018-11-26,MSI,Motorola Solutions Inc,253.11,NAIK RAJAN,"SVP, Chief Strtgy&Inn Offcr",S,253,-65.18,127.0,99.3,1.12
2018-11-26,HMHC,Houghton Mifflin Harcourt Co,16.26,MCKERNAN JOHN R JR,Director,P,16,58.25,9.08,79.07,0.0
2018-11-26,NOVC,Novation Companies Inc,0.0379,Amster Howard,Director,S,0,-3.42,0.04,-5.25,0.0
2018-11-26,BHB,Bar Harbor Bankshares Inc,30.54,ENSIGN STEPHEN W,Director,S,30,-22.9,23.88,27.89,3.06
2018-11-26,DKL,Delek Logistics Partners LP,45.01,Yemin Ezra Uzi,Chairman / CEO,P,45,1.34,29.76,51.24,8.28
2018-11-26,GLW,Corning Inc,37.65,STEVERSON LEWIS A,Senior Vice President,S,37,-100.0,31.47,19.64,2.54
2018-11-26,LVO,LiveOne Inc,2.08,ELLIN ROBERT S,"CEO and Chairman, 10% Owner",P,2,0.02,4.53,-54.08,0.0
2018-11-26,DXYN,The Dixie Group Inc,5.94,FAULKNER JON A,VP & CFO,P,5,3.16,1.33,346.62,0.0
2018-11-26,HMSY,HMS Holdings Corp,36.975,Williams Douglas M.,"President, Markets and Product",S,36,-6.44,35.4,4.45,0.0
2018-11-26,HMSY,HMS Holdings Corp,36.975,South Teresa,"EVP HR, Chief Admin. Officer",S,36,-3.06,35.68,3.63,0.0
2018-11-26,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.21,64.99,-36.61,3.1
2018-11-26,HMSY,HMS Holdings Corp,36.975,Sherman Jeffrey Scott,"EVP, CFO, and Treasurer",S,36,-1.63,35.72,3.51,0.0
2018-11-26,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.21,64.99,-36.61,3.1
2018-11-26,HMSY,HMS Holdings Corp,36.975,LUCIA WILLIAM C,"Chairman, President and CEO",S,36,-1.18,35.37,4.54,0.0
2018-11-26,HMSY,HMS Holdings Corp,36.975,Aunan Greg D,"SVP, Chief Accounting Officer",S,36,-8.15,35.71,3.54,0.0
2018-11-26,GECC,Great Elm Capital Corp,3.47,Reed Peter A,See Remarks,P,3,3.61,8.25,-57.94,13.44
2018-11-26,CRM,Salesforce.com Inc,301.17,Dayon Alexandre,Pres. & Chief Product Officer,S,301,-31.58,125.54,139.9,0.0
2018-11-26,CRM,Salesforce.com Inc,301.17,Hawkins Mark J,President and CFO,S,301,-24.0,124.22,142.45,0.0
2018-11-26,TTD,The Trade Desk Inc,107.79,Pickles David Randall,Chief Technology Officer,S,107,-24.49,120.76,-10.74,0.0
2018-11-26,NBIX,Neurocrine Biosciences Inc,86.02,POPS RICHARD F,Director,S,86,-12.26,91.37,-5.86,0.0
2018-11-26,DBX,Dropbox Inc,25.03,Clark Quentin,See Remarks,S,25,-1.01,23.18,7.98,0.0
2018-11-26,MMI,Marcus & Millichap Inc,46.85,Nadji Hessam,CEO,S,46,-2.05,36.81,27.28,0.0
2018-11-26,DBX,Dropbox Inc,25.03,Vashee Ajay,CFO,S,25,-3.21,23.15,8.12,0.0
2018-11-26,CELP,Cypress Environmental Partners LP,1.3,McNabb John T II,SEE REMARKS,P,1,5.11,6.33,-79.46,0.0
2018-11-26,NOW,ServiceNow Inc,675.97,CODD RONALD E F,Director,S,675,-34.17,166.52,305.94,0.0
2018-11-26,VLRXQ,Valeritas Holdings Inc,0.02,Armistice Capital Master Fund ,10% Owner,P,0,0.91,0.38,-94.74,0.0
2018-11-26,AVTX,Avalo Therapeutics Inc,2.17,Armistice Capital Master Fund ,10% Owner,P,2,0.14,3.59,-39.55,0.0
2018-11-26,CVNA,Carvana Co,291.72,MAROONE MICHAEL E,Director,P,291,2.0,43.85,565.27,0.0
2018-11-26,RMNI,Rimini Street Inc,6.9,Maddock Kevin,"SVP, Global Sales - Recurring",S,6,-99.86,5.14,34.24,0.0
2018-11-26,EARN,Ellington Residential Mortgage REIT,11.73,Blackstone Holdings III L.P.,10% Owner,P,11,0.33,11.05,6.15,10.73
2018-11-26,CDE,Coeur Mining Inc,6.4,THOMPSON J KENNETH,Director,P,6,4.43,4.04,58.42,0.0
2018-11-26,TRUP,Trupanion Inc,136.52,RUBIN HOWARD E,Director,S,136,-17.93,27.02,405.26,0.0
2018-11-26,TRMK,Trustmark Corp,32.74,Woods Charles Scott,Executive Officer of,S,32,-5.07,31.65,3.44,2.79
2018-11-26,ACOR,Acorda Therapeutics Inc,3.47,Randall Lorin,Director,S,3,-100.0,19.98,-82.63,0.0
2018-11-26,PTC,PTC Inc,117.33,COHEN BARRY F,"EVP, Chief Strategy Officer",S,117,-46.18,84.94,38.13,0.0
2018-11-26,PTVCA,Protective Insurance Corp,23.27,Thompson Matthew A,EVP - Sales & Marketing,P,23,38.43,20.75,12.14,1.72
2018-11-26,JBGS,JBG SMITH Properties,29.81,YALE UNIVERSITY,Director,S,29,-2.58,39.71,-24.93,3.02
2018-11-26,XPL,Solitario Zinc Corp,0.49,MARONICK JAMES R,CFO,P,0,0.34,0.31,58.06,0.0
2018-11-26,STML,Stemline Therapeutics Inc,11.83,Hoberman Kenneth,COO,S,11,-3.83,11.85,-0.17,0.0
2018-11-26,CNBKA,Century Bancorp Inc,115.29,Filler James J,10% Owner,P,115,0.17,80.44,43.32,0.62
2018-11-26,HRL,Hormel Foods Corp,42.63,NAKASONE ROBERT,Director,S,42,-7.35,45.59,-6.49,2.29
2018-11-26,KOS,Kosmos Energy Ltd,3.39,WARBURG PINCUS & CO.,"Director, 10% Owner",S,3,-65.04,5.4,-37.22,0.0
2018-11-26,AMRK,A-Mark Precious Metals Inc,67.04,Gjerdrum Thor,President,S,67,-11.65,12.01,458.2,0.0
2018-11-26,HNI,HNI Corp,41.38,ASKREN STANLEY A,Director,S,41,-8.87,37.62,9.99,2.96
2018-11-26,KOS,Kosmos Energy Ltd,3.39,Krieger David Benjamin,Director,S,3,-60.88,5.4,-37.22,0.0
2018-11-26,AMBR,Amber Road Inc,13.05,Pieri Nathan,Chief Product Officer,S,13,-38.53,8.96,45.65,0.0
2018-11-26,MSA,MSA Safety Inc,155.76,LAMBERT WILLIAM M,Non-executive Chairman,S,155,-8.04,106.49,46.27,1.13
2018-11-26,VLRXQ,Valeritas Holdings Inc,0.02,Devlin Peter,Director,P,0,400.0,0.37,-94.59,0.0
2018-11-26,AMBR,Amber Road Inc,13.05,Preuninger James W,CEO,S,13,-1.74,8.65,50.87,0.0
2018-11-26,EBAY,eBay Inc,74.63,OMIDYAR PIERRE M,Director,S,74,-0.08,28.82,158.95,0.93
2018-11-26,BRC,Brady Corp,50.29,Shaller Russell,"SRVP & Pres., Ident Solns",S,50,-17.9,43.0,16.95,1.75
2018-11-26,BECN,Beacon Roofing Supply Inc,55.86,BERQUIST CARL T,Director,P,55,100.0,33.05,69.02,0.0
2018-11-26,INTU,Intuit Inc,692.34,Johnson Gregory N,"EVP, Consumer Group",S,692,-61.08,200.91,244.6,0.35
2018-11-26,INSG,Inseego Corp,7.16,TUDER JEFFREY,Director,S,7,-32.72,3.69,94.04,0.0
2018-11-26,MIC,Macquarie Infrastructure Holdings LLC,3.63,Frost Christopher,CEO,P,3,116.32,39.73,-90.86,0.0
2018-11-26,BWA,BorgWarner Inc,45.86,MICHAS ALEXIS P,Director,S,45,-11.34,39.99,14.68,1.48
2018-11-26,GDOT,Green Dot Corp,39.94,Dent Mary,"CEO, Green Dot Bank",S,39,-6.31,78.8,-49.31,0.0
2018-11-26,GSHD,Goosehead Insurance Inc,130.99,Peterson Camille,Member of 10% owner group,S,130,-100.0,24.93,425.43,0.0
2018-11-26,CCNE,CNB Financial Corp,27.59,Straub Francis X III,Director,P,27,65.68,26.0,6.12,2.45
2018-11-26,CRMD,Cormedix Inc,5.13,Baluch Khoso,CEO,P,5,12.26,1.22,320.49,0.0
2018-11-26,RAIL,FreightCar America Inc,3.79,MADDEN THOMAS A,Director,P,3,9.02,9.4,-59.68,0.0
2018-11-26,DATA,Tableau Software Inc,169.53,Stolte Chris,Co-Founder & Technical Advisor,S,169,-96.41,110.96,52.78,0.0
2018-11-26,MTD,Mettler-Toledo International Inc,1552.07,Kirk Simon,Head of Product Inspection,S,1552,-75.74,603.67,157.11,0.0
