Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
AMEX,CMT,Core Molding Technologies Inc,$,9.42,Smith Andrew O,Director,2018-11-12,P,3000,16.18,7.52,22.56,21545,25.27,0,24.79,76.145
NYSE,DATA,Tableau Software Inc,$,169.53,Chabot Christian,Co-Founder and Chairman,2018-11-12,S,400000,-99.12,111.76,44704,3536,51.69,0,At Loss,14827.530
NAS,AGFS,AgroFresh Solutions Inc,$,1.94,DowDuPont Inc.,10% Owner,2018-11-12,P,95615,0.46,5.26,502.935,20832630,-63.12,0,At Loss,101.548
NYSE,DATA,Tableau Software Inc,$,169.53,Jurgensen Jr Elliott H,Director,2018-11-12,S,3000,-52.43,109.41,328.23,2722,54.95,0,At Loss,14827.530
NYSE,WLKP,Westlake Chemical Partners LP,$,24.2,Lumpkins David,Director,2018-11-12,P,4000,28.05,22.83,91.32,18259,6,7.79,12.55,852.188
NYSE,EL,The Estee Lauder Companies Inc,$,352.85,Haney Carl P.,EVP-Global R&D,2018-11-12,S,12898,-59.03,141.38,1823.52,8953,149.58,0.6,42.76,127007.438
NYSE,GENN,Genesis Healthcare Inc,$,0.22,Reis David A,Director,2018-11-12,S,43159,-1.4,1.68,72.5071,3045333,-86.9,0,At Loss,36.818
NAS,OEG,Orbital Energy Group Inc,$,2.58,FORD DANIEL NED,CFO,2018-11-12,P,3000,5.19,1.7,5.1,60804,51.76,0,At Loss,168.380
NYSE,ENR,Energizer Holdings Inc,$,38.07,Armstrong Bill G,Director,2018-11-12,S,1000,-4.1,61.11,61.11,23387,-37.7,3.14,18.29,2545.536
NAS,WMGI,Wright Medical Group NV,$,29.98,Lanier Tim,"President, Upper Extremities",2018-11-12,S,1000,-3.76,29.78,29.78,25568,0.67,0,At Loss,3895.450
NYSE,SCI,Service Corp International,$,67.72,Sangalis Gregory T,Sr. V.P. and General Counsel,2018-11-12,S,16383,-6.82,45,737.235,223850,50.49,1.27,14.68,11167.833
NAS,AXON,Axon Enterprise Inc,$,181.94,Ahsan Jawad A,CFO,2018-11-12,P,2000,2.89,49.73,99.46,71156,265.86,0,At Loss,12456.988
NAS,HAIN,The Hain Celestial Group Inc,$,40.59,Schiller Mark L.,President and CEO,2018-11-12,P,45800,58.3,22.88,1047.9,124355,77.4,0,42.27,3770.057
NYSE,CRI,Carter's Inc,$,106.85,CASEY MICHAEL DENNIS,Chairman and CEO,2018-11-12,S,25000,-6.26,91.27,2281.75,374397,17.07,0.75,13.76,4516.100
NAS,GPRE,Green Plains Inc,$,40.33,BRIGGS JEFFREY S.,President Green Plains Ethanol,2018-11-12,S,25000,-13.6,17.28,432,158801,133.39,0,At Loss,2161.525
NAS,TRUP,Trupanion Inc,$,136.52,RAWLINGS DARRYL,President and CEO,2018-11-12,S,81054,-5.57,25.47,2064.45,1374466,436,0,At Loss,5511.052
NAS,HWCC,Houston Wire & Cable Co,$,5.3,Rothe Sandford W.,Director,2018-11-12,P,10200,100,5.91,60.282,10200,-10.32,0,At Loss,89.478
NYSE,BXC,BlueLinx Holdings Inc,$,73.68,Lewis Mitchell B,PRESIDENT AND CEO,2018-11-12,P,1941,1.19,23.98,46.5452,164524,207.26,0,2.98,715.187
NYSE,APLE,Apple Hospitality REIT Inc,$,15.65,Hugh Redd,Director,2018-11-12,P,3000,3.7,16.18,48.54,84154,-3.28,0.19,At Loss,3573.744
NAS,BSRR,Sierra Bancorp,$,26.75,HOLLY JAMES C,Director,2018-11-12,S,2500,-0.59,28.27,70.675,418176,-5.38,3.21,9.74,412.239
NYSE,APLE,Apple Hospitality REIT Inc,$,15.65,KNIGHT GLADE M,Executive Chairman,2018-11-12,P,5000,0.05,16.22,81.1,10372791,-3.51,0.19,At Loss,3573.744
NAS,EXAS,Exact Sciences Corp,$,84.05,Zanotti Katherine S,Director,2018-11-12,S,7667,-6.98,69,529.023,102102,21.81,0,At Loss,14483.397
NAS,VRSK,Verisk Analytics Inc,$,230.03,Anquillare Mark V,EVP and COO,2018-11-12,S,53125,-46.34,122.86,6526.94,61519,87.23,0.5,53.74,37071.950
NAS,CZWI,Citizens Community Bancorp Inc,$,13.7,BROUCEK JAMES S,EVP/CFO/Treasurer/Secretary,2018-11-12,P,1000,3.58,12.46,12.46,28961,9.95,1.69,7.92,143.884
NYSE,KO,Coca-Cola Co,$,55.13,Waller Kathy N,"Executive VP, CFO",2018-11-12,S,88400,-32.3,50,4420,185306,10.26,3.02,27.05,238129.637
NAS,EXAS,Exact Sciences Corp,$,84.05,Conroy Kevin T,President and CEO,2018-11-12,S,163514,-14.34,69,11282.5,976780,21.81,0,At Loss,14483.397
NYSE,KO,Coca-Cola Co,$,55.13,SMITH BRIAN JOHN,Group President,2018-11-12,S,60000,-34.31,50,3000,114872,10.26,3.02,27.05,238129.637
NYSE,NOC,Northrop Grumman Corp,$,353.13,Kalan Lesley A,"Corp VP, Government Relations",2018-11-12,S,4158,-27.84,285.58,1187.44,10777.33,23.65,1.72,12.4,55560.641
NYSE,NVTA,Invitae Corp,$,18.89,Nussbaum Robert L,Chief Medical Officer,2018-11-12,S,10444,-5.82,13.11,136.921,168991,44.09,0,At Loss,4276.145
NYSE,ESI,Element Solutions Inc,$,25.01,Capps John Edward,"EVP, General Counsel & Sec.",2018-11-12,P,65000,93.75,10.86,705.9,134333,130.29,0.87,26.88,6190.060
NYSE,HASI,Hannon Armstrong Sustainable Infrastructure Capita,$,62.68,Rose Nathaniel,EVP & CIO,2018-11-12,S,8000,-2.24,22.98,183.84,348759,172.76,2.22,57.49,5296.239
NAS,INAPQ,Internap Corp,$,0.083,ROGERS PETER J JR,Director,2018-11-12,P,4000,9.22,6.38,25.52,47390,-98.7,0,At Loss,2.290
NYSE,TWO,Two Harbors Investment Corp,$,6.07,SIERING THOMAS,CEO & President,2018-11-12,P,3500,0.33,14.41,50.435,1080009,-57.88,11.19,5.47,2087.504
NAS,INAPQ,Internap Corp,$,0.083,PFEIFFER GARY M,Director,2018-11-12,P,-,22.74,6.56,65.6,53969,-98.73,0,At Loss,2.290
NYSE,OGE,OGE Energy Corp,$,35.11,McQuistion Cristina F,VP- CIO (OG&E),2018-11-12,S,4000,-21.86,38.53,154.12,14299.099,-8.88,4.6,14.96,7028.128
NYSE,NUS,Nu Skin Enterprises Inc,$,46.79,DORNY D MATTHEW,General Counsel,2018-11-12,S,2500,-7.38,65.34,163.35,31371,-28.39,3.23,10.56,2331.233
NYSE,KO,Coca-Cola Co,$,55.13,Perez Beatriz R,Senior Vice President,2018-11-12,S,-,-9.03,49.98,499.8,100762,10.3,3.02,27.05,238129.637
NYSE,EFC,Ellington Financial Inc,$,17.69,Penn Laurence,CEO and President,2018-11-12,P,30000,5.82,16.2,486,545543,9.2,8.7,5.15,1015.897
NYSE,TPC,Tutor Perini Corp,$,14.15,FELTENSTEIN SIDNEY J,Director,2018-11-12,P,20000,59.65,17.23,344.6,53530,-17.88,0,7.39,722.675
NYSE,KO,Coca-Cola Co,$,55.13,DINKINS JAMES L,Senior Vice President,2018-11-12,S,9150,-27.53,49.95,457.042,24086,10.37,3.02,27.05,238129.637
NYSE,ZTS,Zoetis Inc,$,226.43,PECK KRISTIN C,Executive Vice President,2018-11-12,S,11500,-25.47,94.78,1089.97,33652,138.9,0.44,54.56,107129.880
NAS,VCEL,Vericel Corp,$,44.33,MICHEL GERARD J,"CFO and VP, Corp. Development",2018-11-12,S,15000,-9.04,15.9,238.5,150960,178.81,0,At Loss,2075.322
NAS,GOOG,Alphabet Inc,$,2999.05,Drummond David C,"SVP, Corporate Development",2018-11-12,S,5690,-13.57,1065.5,6062.7,36226,181.47,0,28.71,1984667.328
NAS,SSNC,SS&C Technologies Holdings Inc,$,80.13,Conjeevaram Smita,Director,2018-11-12,P,3000,100,48.52,145.56,3000,65.15,0.78,28.72,20374.605
NAS,IOTS,Adesto Technologies Corp,$,12.54,Derhacobian Narbeh,President and CEO,2018-11-12,P,-,1.64,4.88,48.8,620366,156.97,0,At Loss,391.870
NAS,TSCO,Tractor Supply Co,$,230.56,Mills Robert D,EVP Chief Technology Officer,2018-11-12,S,20278,-63.19,97.1,1968.99,11815,137.45,0.85,29.43,26241.168
NYSE,RHP,Ryman Hospitality Properties Inc,$,88.58,Bowles Alvin L JR,Director,2018-11-11,S,1326,-100,75.76,100.458,0,16.92,0,At Loss,4877.795
NAS,RDVT,Red Violet Inc,$,40.44,Brauser Michael,10% Owner,2018-11-10,P,14002,0.8,6.08,85.1322,1754141,565.13,0,2088.4,520.281
NAS,LMRK,Landmark Infrastructure Partners LP,$,16.28,BRAZY ARTHUR P JR,SEE REMARKS,2018-11-09,P,19000,13.2,12.59,239.21,162952,29.31,4.9,58.14,414.960
NYSE,PRGO,Perrigo Co PLC,$,41.14,Andersen Svend,EVP & President CHCI,2018-11-09,P,3900,118.18,63.01,245.739,7200,-34.71,2.31,At Loss,5503.458
NYSE,PLD,Prologis Inc,$,150.22,HAWKINS PHILIP L,Director,2018-11-09,S,15000,-20.13,67.23,1008.45,59511,123.44,1.66,56.92,111091.275
NYSE,PRGO,Perrigo Co PLC,$,41.14,KINGMA TODD W,"Executive VP, General Counsel",2018-11-09,P,3200,15.7,63.99,204.768,23587,-35.71,2.31,At Loss,5503.458
NAS,PRGX,PRGX Global Inc,$,7.71,Drapkin Matthew A,Director,2018-11-09,P,7000,0.35,9.05,63.35,1984150,-14.81,0,At Loss,182.201
NYSE,PRGO,Perrigo Co PLC,$,41.14,KESSLER MURRAY S,CEO,2018-11-09,P,15683,100,63.79,1000.42,15683,-35.51,2.31,At Loss,5503.458
NYSE,CVNA,Carvana Co,$,291.72,MCKEON JOHN T.,Controller,2018-11-09,S,1000,-77.34,50,50,293,483.44,0,At Loss,24967.516
NYSE,CF,CF Industries Holdings Inc,$,65.19,FURBACHER STEPHEN A,Director,2018-11-09,S,3500,-6.52,52.45,183.575,50190,24.29,1.85,47.22,13979.508
NYSE,CVNA,Carvana Co,$,291.72,KEETON RYAN S.,Chief Brand Officer,2018-11-09,S,-,-36.15,50.06,500.6,17660,482.74,0,At Loss,24967.516
NYSE,CVNA,Carvana Co,$,291.72,JENKINS MARK W.,CFO,2018-11-09,S,13000,-49.56,50.07,650.91,13233,482.62,0,At Loss,24967.516
NYSE,N,NetSuite Inc,$,90.34,Medical Information Technology,10% Owner,2018-11-09,P,7265,0.11,45,326.925,6650856,100.76,0,At Loss,7360.420
NYSE,CVNA,Carvana Co,$,291.72,HUSTON BENJAMIN E.,COO,2018-11-09,S,13000,-49.56,50.07,650.91,13233,482.62,0,At Loss,24967.516
NYSE,BSX,Boston Scientific Corp,$,41.03,Butcher Arthur C,"SVP&Pres, Endoscopy",2018-11-09,S,4000,-23.58,38.5,154,12963,6.57,0,56.22,58467.442
NYSE,CVNA,Carvana Co,$,291.72,BREAUX PAUL W.,See Remarks,2018-11-09,S,7000,-69.78,50.05,350.35,3031,482.86,0,At Loss,24967.516
NAS,MSEX,Middlesex Water Co,$,110.59,Doll Dennis W,Chairman,2018-11-09,S,4000,-9.07,49.71,198.84,40092,122.47,0.99,51.9,1934.992
NYSE,VEC,Vectrus Inc,$,47.91,WAECHTER STEPHEN L,Director,2018-11-09,P,2000,11.11,25.5,51,20002,87.88,0,10.29,561.893
NAS,PCRX,Pacira BioSciences Inc,$,55.71,Wicki Andreas,Director,2018-11-09,S,58245,-5.29,51.11,2976.9,1041855,9,0,40.97,2481.575
NAS,TUSK,Mammoth Energy Services Inc,$,2.49,Layton Mark E.,CFO and Secretary,2018-11-09,S,1136,-2.16,27.13,30.8197,51566,-90.82,0,At Loss,116.245
NAS,SCSC,ScanSource Inc,$,33.66,WHITCHURCH CHARLES R,Director,2018-11-09,S,5700,-29.08,42,239.4,13900,-19.86,0,19.47,859.375
NAS,DXCM,DexCom Inc,$,641.18,ACE HEATHER S,SVP Human Resources,2018-11-09,S,4258,-6.14,147.32,627.289,65081,335.23,0,119.18,62144.470
NAS,DXCM,DexCom Inc,$,641.18,Abbey Donald,"EVP, Quality & Regulatory Afrs",2018-11-09,S,10550,-10.7,149.3,1575.12,88089,329.46,0,119.18,62144.470
NYSE,ENLC,EnLink Midstream LLC,$,6.83,MCADEN SUSAN J,V.P. Accounting & CAO,2018-11-09,P,3000,13.08,12.08,36.24,25944,-43.46,5.5,At Loss,3332.750
NYSE,USX,U.S. Xpress Enterprises Inc,$,8.84,Beizer Jon,Director,2018-11-09,P,5000,100,7.8,39,-,13.33,0,19.22,446.295
NAS,IRWD,Ironwood Pharmaceuticals Inc,$,11.7,Consylman Gina,CFO,2018-11-09,S,1358,-1.39,11.81,16.038,96361,-0.93,0,3.61,1914.710
NAS,RGSEQ,Real Goods Solar Inc,$,0.0001,LACEY DENNIS J,CEO,2018-11-09,P,150000,125,0.37,55.5,270000,-99.97,0,At Loss,0.012
NYSE,PG,Procter & Gamble Co,$,146.82,Skoufalos Ioannis,Global Product Supply Officer,2018-11-09,S,7828,-34.32,91.35,715.088,14981.6018,60.72,2.31,26.87,355345.137
NAS,APPN,Appian Corp,$,76.8,Hughes Edward L,"Senior VP, Worldwide Sales",2018-11-09,S,3489,-2.96,26.08,90.9931,114364,194.48,0,At Loss,5466.872
NAS,BLCM,Bellicum Pharmaceuticals Inc,$,1.85,Stonehouse Jon P,Director,2018-11-09,P,-,100,4.56,45.6,1000,-59.43,0,At Loss,15.536
NAS,NFBK,Northfield Bancorp Inc,$,17.36,French Tara L,EVP/Chief Admin. Officer,2018-11-09,P,2500,50,13.7,34.25,7500,26.72,2.86,12.67,861.387
NAS,BELFB,Bel Fuse Inc,$,13.2,Brosious Craig,Vice President of Finance,2018-11-09,S,1600,-18.85,25,40,6886,-47.2,2.12,8.07,167.590
NAS,AKTS,Akoustis Technologies Inc,$,6.96,MILLER STEVEN P,Director,2018-11-09,P,20000,17.57,4.7,94,133824,48.09,0,At Loss,362.233
NAS,MNRO,Monro Inc,$,60.11,Mulholland Maureen,Senior Vice President,2018-11-09,S,2000,-90.91,76,152,200,-20.91,1.56,36.9,2016.122
NYSE,DFS,Discover Financial Services,$,114.38,Glassman Cynthia A,Director,2018-11-09,S,2000,-3.84,71.23,142.46,50031.94,60.58,1.59,6.85,33522.005
NYSE,CSV,Carriage Services Inc,$,51.76,PAYNE MELVIN C,CEO,2018-11-09,P,15349,1.12,17.13,262.928,1384191,202.16,0.78,33.61,861.920
NYSE,DATA,Tableau Software Inc,$,169.53,MCADAM JOHN,Director,2018-11-09,S,15000,-47.12,114.25,1713.75,16835,48.39,0,At Loss,14827.530
NYSE,AIRC,Apartment Income REIT Corp,$,52.34,COHN LISA R,Executive Vice President,2018-11-09,S,5000,-6.35,45.62,228.1,57763.32151,14.73,3.3,At Loss,8216.617
NYSE,VAC,Marriott Vacations Worldwide Corp,$,167.66,WEISZ STEPHEN P,President & CEO,2018-11-09,P,2355,1.25,81.22,191.273,191135,106.43,0.32,At Loss,7141.489
NAS,POLA,Polar Power Inc,$,6.07,Sams Arthur D.,"President, CEO and Secretary, 10% Owner",2018-11-09,S,1500,-0.03,6,9,5576676,1.17,0,At Loss,77.625
NYSE,CVNA,Carvana Co,$,291.72,BREAUX PAUL W.,See Remarks,2018-11-09,S,7000,-37.76,50.05,350.35,11540,482.86,0,At Loss,24967.516
NAS,PRVB,Provention Bio Inc,$,6.24,CATLIN AVERY W,Director,2018-11-09,P,-,100,3.15,31.5,-,98.1,0,At Loss,395.459
NAS,AMED,Amedisys Inc,$,169.85,Gerard Christopher,COO,2018-11-09,S,7892,-26.63,119.02,939.306,21748,42.71,0,25.51,5537.521
NAS,ECPG,Encore Capital Group Inc,$,58.92,Masih Ashish,President and CEO,2018-11-09,P,12500,12.29,24.26,303.25,114187,142.87,0,5.97,1724.690
NAS,ECPG,Encore Capital Group Inc,$,58.92,CLARK JONATHAN C,"EVP, CFO & Treasurer",2018-11-09,P,20000,28.66,24.04,480.8,89774,145.09,0,5.97,1724.690
NAS,CRAI,CRA International Inc,$,104.37,Yellin Jonathan D,EVP and General Counsel,2018-11-09,S,2400,-21.75,45.47,109.128,8632,129.54,1.01,20.22,775.163
NAS,GASS,StealthGas Inc,$,2.7,Glendon Capital Management LP,10% Owner,2018-11-09,P,18914,0.38,3.42,64.6859,4994142,-21.05,0,45.01,103.146
NYSE,SRE,Sempra Energy,$,122.76,MIHALIK TREVOR I,Executive VP and CFO,2018-11-09,S,4744,-21.28,116.97,554.906,17545.37,4.95,3.55,33.74,39201.868
NYSE,SRE,Sempra Energy,$,122.76,Martin Jeffrey W,CEO,2018-11-09,S,5705,-13.68,117.58,670.794,35990.77,4.41,3.55,33.74,39201.868
AMEX,NG,Novagold Resources Inc,$,7.63,Lang Gregory A.,President and CEO,2018-11-09,S,33283,-2.43,3.97,132.134,1338203,92.19,0,At Loss,2533.458
NYSE,ERA,Era Group Inc,$,5.16,Bradshaw Christopher Scott,"Director, CEO",2018-11-09,P,1700,0.48,11.24,19.108,117974.8289,-54.09,0,At Loss,111.071
NYSE,SRE,Sempra Energy,$,122.76,REED DEBRA L,Chairman,2018-11-09,S,27300,-15.01,117.2,3199.56,154605.78,4.74,3.55,33.74,39201.868
NYSE,HRTG,Heritage Insurance Holdings Inc,$,6.51,Lucas Bruce,Chairman & CEO,2018-11-09,P,5000,0.41,16.23,81.15,1221810,-59.89,3.69,At Loss,181.499
OTCPK,CCEL,Cryo-Cell International Inc,$,12.25,SHEEHY BRIAN L.,Director,2018-11-09,P,2280,0.49,7,15.96,471349,75,0,26.06,104.489
NYSE,VSM,Versum Materials Inc,$,52.99,CROISETIERE JACQUES M,Director,2018-11-09,P,3000,22.06,34.04,102.12,16598.259,55.67,0.6,At Loss,5790.180
NYSE,VSM,Versum Materials Inc,$,52.99,SCHNABEL SUSAN C,Director,2018-11-09,P,2500,14.82,33.85,84.625,19369.784,56.54,0.6,At Loss,5790.180
NAS,AMRB,American River Bankshares,$,20.91,Box Kimberly Ann,Director,2018-11-09,P,2900,17.08,15.15,43.935,19879,38.02,1.34,13.85,125.262
NYSE,KO,Coca-Cola Co,$,55.13,MARK LARRY M,"Vice President, Controller",2018-11-09,S,75538,-59.61,49.51,3739.89,51172,11.35,3.02,27.05,238129.637
NAS,DBX,Dropbox Inc,$,25.03,Houston Andrew,"CEO, 10% Owner",2018-11-09,S,47600,-0.43,27,1285.2,11050061,-7.3,0,At Loss,9573.223
NYSE,RESI,Front Yard Residential Corp,$,16.23,Dittrich Rene,Chief Accounting Officer,2018-11-09,P,6600,28.4,8.4,55.44,29840,93.21,0.92,At Loss,974.540
NYSE,RESI,Front Yard Residential Corp,$,16.23,Lowe Robin N,CFO,2018-11-09,P,12000,23.77,8.19,98.28,62485,98.17,0.92,At Loss,974.540
NAS,FGBI,First Guaranty Bancshares Inc,$,22.84,Smith Edgar R. III,Director,2018-11-09,P,127314,9.44,22.3,2839.1,1624005.9,2.42,2.78,9.03,222.490
NYSE,TDS,Telephone and Data Systems Inc,$,18.81,Butman James W,President & CEO of subsidiary,2018-11-09,S,37600,-69.5,35.5,1334.8,16497,-47.01,3.7,18.63,2157.502
NYSE,BXC,BlueLinx Holdings Inc,$,73.68,Lewis Mitchell B,PRESIDENT AND CEO,2018-11-09,P,1962,1.22,24.49,48.0494,162583,200.86,0,2.98,715.187
NAS,AMED,Amedisys Inc,$,169.85,Hall Linda J.,Director,2018-11-09,S,5256,-23.44,120,630.72,17169,41.54,0,25.51,5537.521
NAS,FGBI,First Guaranty Bancshares Inc,$,22.84,Hood William K,Director,2018-11-09,P,127314,9.61,22.3,2839.1,1597868.8,2.42,2.78,9.03,222.490
NAS,RMNI,Rimini Street Inc,$,6.9,Grady Sebastian,President,2018-11-09,S,3882,-97.49,7.01,27.2128,100,-1.57,0,At Loss,598.851
NAS,PESI,Perma-Fix Environmental Services Inc,$,6.94,Duff Mark,President and CEO,2018-11-09,P,2300,38.33,3.45,7.935,8300,101.16,0,26.69,91.711
NAS,STRR,Star Equity Holdings Inc,$,2.38,Eberwein Jeffrey E.,Director,2018-11-09,P,25000,4.82,1.15,28.75,54415.2,106.96,0,34,12.187
NYSE,BXC,BlueLinx Holdings Inc,$,73.68,Averitt Alexander S,COO,2018-11-09,P,2100,100,24.64,51.744,2100,199.03,0,2.98,715.187
NAS,FRST,Primis Financial Corp,$,15.39,CULVER JEFFREY,President and COO,2018-11-09,P,1000,14.29,15.45,15.45,8000,-0.39,2.6,11.56,378.204
NAS,GLPI,Gaming and Leisure Properties Inc,$,46.41,HANDLER DAVID A,Director,2018-11-09,P,11000,3.52,33.5,368.5,331198.1871,38.54,5.57,18.56,11061.875
NYSE,ARR,ARMOUR Residential REIT Inc,$,10.29,Hain Robert C,Director,2018-11-09,S,2500,-23.94,22.53,56.325,7944,-54.33,11.67,5.92,922.899
NYSE,MDRIQ,McDermott International Inc,$,0.072,Prescott Ian,"SVP, Asia Pacific",2018-11-09,P,18000,150,8.87,159.66,30000,-99.19,0,At Loss,14.300
NYSE,LCI,Lannett Co Inc,$,1.82,Crew Timothy C,CEO,2018-11-09,P,2000,5,5.35,10.7,41988,-65.98,0,At Loss,78.267
NYSE,PG,Procter & Gamble Co,$,146.82,Grabowski Mary Theresa,Chief Human Resources Officer,2018-11-09,S,16712,-67.38,91.35,1526.64,8091.5472,60.72,2.31,26.87,355345.137
NAS,WTBA,West Bancorp Inc,$,32.68,MILLIGAN GEORGE D,Director,2018-11-09,P,1500,8.07,21.6,32.4,20088,51.3,2.88,11.8,541.013
NAS,ZBRA,Zebra Technologies Corp,$,596.75,Heel Joachim,"SVP, Global Sales",2018-11-09,S,2480,-9.22,182.38,452.302,24412,227.2,0,38.06,31891.210
NAS,ARWR,Arrowhead Pharmaceuticals Inc,$,71.11,Anzalone Christopher Richard,CEO,2018-11-09,S,81500,-4.52,14.39,1172.78,1722455,394.16,0,At Loss,7413.876
NYSE,NNN,National Retail Properties Inc,$,46.66,Horn Stephen A JR,EVP & Chief Acquisitions Offic,2018-11-09,S,6250,-97.93,49.15,307.188,132,-5.07,4.51,31.75,8194.282
NYSE,DECK,Deckers Outdoor Corp,$,434.5,GIBBONS JOHN MERSMAN,Director,2018-11-09,S,3000,-9.47,134,402,28663,224.25,0,27.95,11926.210
NYSE,LYV,Live Nation Entertainment Inc,$,112.54,Rowles Michael,EVP & General Counsel,2018-11-09,S,25000,-11.56,56.47,1411.75,191237,99.29,0,At Loss,25283.236
NAS,ARCB,ArcBest Corp,$,110.04,Darter James David,Chief Sales Officer,2018-11-09,S,2062,-7.79,40.54,83.5935,24424,171.44,0.29,17.18,2813.539
NAS,NCMI,National CineMedia Inc,$,3.28,Standard General L.P.,10% Owner,2018-11-09,P,459738,3.09,7.49,3443.44,15356390,-56.21,6.7,At Loss,264.194
NYSE,PGTI,PGT Innovations Inc,$,21.84,Feintuch Richard D,Director,2018-11-09,S,5010,-4.92,21.05,105.46,96800,3.75,0,57.48,1302.270
NAS,SIC,Select Interior Concepts Inc,$,14.49,"BRC Partners Opportunity Fund,",10% Owner,2018-11-09,P,7492,0.33,8.74,65.4801,2291567,65.79,0,7.39,375.960
NAS,INFN,Infinera Corp,$,8.66,HEARD DAVID W,COO,2018-11-09,P,20000,81.53,4.74,94.8,44532,82.7,0,At Loss,1825.421
NAS,INFN,Infinera Corp,$,8.66,Fallon Thomas J,CEO,2018-11-09,P,50000,3.77,4.63,231.5,1377075,87.04,0,At Loss,1825.421
NYSE,HZN,Horizon Global Corp,$,7.15,Bizon Carl S.,President & CEO,2018-11-09,P,20000,47.79,2.56,51.2,61847,179.3,0,At Loss,195.100
NYSE,HZN,Horizon Global Corp,$,7.15,Goldbaum Jay,"General Counsel, Secretary",2018-11-09,P,20220,77.05,2.76,55.8072,46464,159.06,0,At Loss,195.100
NYSE,CLH,Clean Harbors Inc,$,109.49,Battles Michael Louis,EVP and CFO,2018-11-09,S,2000,-3.63,65.2,130.4,53113,67.93,0,31.11,5957.582
NYSE,PG,Procter & Gamble Co,$,146.82,FergusonMchugh MaryLynn,Group President Global Family,2018-11-09,S,55310,-31.32,91.55,5063.63,121278.2622,60.37,2.31,26.87,355345.137
NYSE,SMAR,Smartsheet Inc,$,65.4,Barker Geoffrey T,Director,2018-11-09,S,12500,-14.29,25.36,317,75000,157.89,0,At Loss,8238.242
NYSE,PG,Procter & Gamble Co,$,146.82,Schomburger Jeffrey K,"Global Sales Officer, CBD",2018-11-09,S,47748,-45.53,92,4392.82,57127.8037,59.59,2.31,26.87,355345.137
NYSE,HZN,Horizon Global Corp,$,7.15,Kunselman Scott G.,Director,2018-11-09,P,7000,22.75,2.69,18.83,37766,165.8,0,At Loss,195.100
NYSE,OLN,Olin Corp,$,60.22,LARRIMORE RANDALL W,Director,2018-11-09,P,1200,1.91,20.77,24.924,63965,189.94,1.34,10.3,9597.712
NYSE,PG,Procter & Gamble Co,$,146.82,Coombe Gary A,President-Global Grooming,2018-11-09,S,11000,-50.56,91.4,1005.4,10756.555,60.63,2.31,26.87,355345.137
NAS,AMRB,American River Bankshares,$,20.91,Bender Kevin,EVP - COO,2018-11-09,S,1500,-9.21,15.15,22.725,14783,38.02,1.34,13.85,125.262
AMEX,WTT,Wireless Telecom Group Inc,$,2,Whelan Timothy,CHIEF EXECUTIVE OFFICER,2018-11-09,P,12000,9.57,1.92,23.04,137373,4.17,0,At Loss,44.844
NAS,BLUE,bluebird bio Inc,$,10.7,Walsh Jeffrey T.,and Strategy Officer,2018-11-09,S,1500,-4.05,130.59,195.885,35495,-91.81,0,At Loss,750.147
NAS,FELE,Franklin Electric Co Inc,$,94.96,Haines John J,Vice President and CFO,2018-11-09,S,2000,-4.71,45.25,90.5,40424,109.86,0.74,31.98,4409.064
NYSE,RRTS,Roadrunner Transportation Systems Inc,$,2.435,ROGERS TERENCE R,Executive VP and CFO,2018-11-09,P,7500,10,0.62,4.65,3300,292.74,0,At Loss,92.268
NAS,RGSEQ,Real Goods Solar Inc,$,0.0001,Bowles Ian A,Director,2018-11-09,P,100000,100,0.38,38,100000,-99.97,0,At Loss,0.012
NYSE,JNPR,Juniper Networks Inc,$,32.2,rahim rami,CEO,2018-11-09,S,16100,-2.58,30.35,488.635,607933,6.1,2.48,71.56,10470.830
NYSE,FI,Frank's International NV,$,18.899962,Mosing Gregory Stanton,10% Owner,2018-11-09,S,5000,-0.04,7.75,38.75,1924131.015,143.87,0,At Loss,719.451
NYSE,CWH,Camping World Holdings Inc,$,42.36,Moody Brent L.,PRESIDENT,2018-11-09,P,-,4.76,17.26,172.6,220000,145.42,2.19,7.3,1899.985
NYSE,CWH,Camping World Holdings Inc,$,42.36,LEMONIS MARCUS,"CHIEF EXECUTIVE OFFICER, 10% Owner",2018-11-09,P,5700,8.64,17.59,100.263,71700,140.82,2.19,7.3,1899.985
NYSE,RRTS,Roadrunner Transportation Systems Inc,$,2.435,Milane Robert M.,See Remarks,2018-11-09,P,7500,79.26,0.65,4.875,678.48,274.62,0,At Loss,92.268
OTCPK,BBLS,Petrolia Energy Corp,$,0.003,Oppenheim Joel Martin,Director,2018-11-09,P,175932,2.74,0.06,10.5559,6607622,-95,0,At Loss,0.531
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-11-09,P,2090,0.3,64.98,135.808,689165,-36.6,3.1,At Loss,693.266
NAS,QLYS,Qualys Inc,$,137.44,Thakar Sumedh S,Chief Product Officer,2018-11-09,S,3796,-1.72,74.91,284.358,216481,83.47,0,75.13,5335.984
